order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD430705,ID0233555341,2019-01-02,Bakers,"[('Candle Inferno', 1), ('iAssist Line', 2), ('pearTV', 1), ('Lucent 330S', 1)]",12420,97.35,-37.8078065,144.9827549,10,11275.35,Summer,True,1.1241,very nice phone. always a fan of olivia,True
ORD435369,ID0301542599,2019-12-14,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 2)]",4910,96.1,-37.8221386,144.94986550000004,25,3778.6,Summer,True,1.082,"love it , this time it's a gift  for friend",True
ORD254186,ID1449431612,2019-12-29,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320,87.27,-37.8159739,144.9724644,5,3241.27,Summer,True,0.3883,five stars loving the phone.,True
ORD056588,ID4518640808,2019-12-25,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('iStream', 2), ('Alcon 10', 2)]",20855,93.5,-37.8077005,144.9424056,5,19905.75,Summer,True,0.6889,four stars enjoying,True
ORD067479,ID0708718289,2019-01-24,Thompson,"[('Thunder line', 2), ('iStream', 2), ('Olivia x460', 1), ('Candle Inferno', 2)]",6745,95.78,-37.8077028,144.95777809999996,10,6166.28,Summer,True,1.0923,if you want a new used cell phone use this vendor. i love this phone. it is in perfect condition. not a scratch anywhere. it works great and really enjoying it.,True
ORD096524,ID2346984246,2019-02-26,Thompson,"[('Toshika 750', 1), ('Universe Note', 1), ('iStream', 1)]",7920,93.53,-37.8190834,144.9465685,10,7221.53,Summer,True,0.7149,"great, love it!",True
ORD306986,ID6167266652,2019-01-10,Nickolson,"[('Olivia x460', 2), ('Alcon 10', 2), ('Universe Note', 2), ('Lucent 330S', 1)]",28480,96.91,-37.8097454,144.9639082,25,21456.91,Summer,True,1.103,"phone looks nice and clean phone came in one time, phone looks nice and clean. love the fact that it came with a brand new charger with a fast adapter as well.",True
ORD081898,ID3098154908,2019-12-03,Thompson,"[('Olivia x460', 2), ('iStream', 1), ('pearTV', 1)]",8910,97.71,-37.822999700000004,144.93749440000005,5,8562.21,Summer,True,1.4249,refurbished ok! outstanding so far!,True
ORD190597,ID4735909079,2019-02-18,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2)]",3310,94.22,-37.804282,144.9497604,5,3238.72,Summer,True,0.9636,perfect phone amazing phone very fast and great camera,True
ORD160577,ID4157116167,2019-12-09,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",5340,94.1,-37.8179899,144.9941126,25,4099.1,Summer,True,0.8953,"love this phone! really nice phone! best screen resolution, 8 cores, fast as lightening! excellent device without the payments. thanks digico warehouse deals!",True
ORD011412,ID0591277868,2019-12-13,Nickolson,"[('iStream', 2), ('Alcon 10', 1), ('pearTV', 2)]",21870,97.06,-37.82389050000001,144.9568074,5,20873.56,Summer,True,1.2662,four stars ok,True
ORD410352,ID2172718107,2019-02-16,Thompson,"[('Alcon 10', 2), ('Thunder line', 2)]",22260,97.65,-37.8091315,144.93208190000001,10,20131.65,Summer,True,1.3757,three stars it is working good so far. but not good as new.,True
ORD165068,ID2207661066,2019-12-17,Thompson,"[('iAssist Line', 1), ('Toshika 750', 2), ('iStream', 1), ('Candle Inferno', 1)]",11445,99.25,-37.7998888,144.9460815,15,9827.5,Summer,True,1.4258,four stars the phone is great! the charger always stops working. second phone same failure.,True
ORD280013,ID3218227002,2019-01-30,Thompson,"[('pearTV', 1), ('Universe Note', 1)]",9760,90.19,-37.8066411,144.9460875,10,8874.19,Summer,True,0.677,love lucentrola great phone,True
ORD094448,ID0310727779,2019-01-22,Thompson,"[('iAssist Line', 2), ('Toshika 750', 2)]",13090,93.91,-37.8119041,144.93608740000005,10,11874.91,Summer,True,0.9695,works great! looks brand new! love my new thunder line. i will be getting them for all the main rooms in the house.,True
ORD079896,ID6167417887,2019-01-05,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('Alcon 10', 1)]",16120,92.26,-37.8169187,144.9543252,15,13794.26,Summer,True,0.7941,great value volume quality is excellent,True
ORD233194,ID5427967026,2019-01-16,Thompson,"[('Universe Note', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",18000,102.5,-37.7998387,144.95782340000005,15,15402.5,Summer,True,1.7134,great phone but came locked the phone works perfectly and looks perfect but was not factory unlocked. i had to get it unlocked by at&t before i could put it on my t-mobile account.,True
ORD300866,ID6195295690,2019-01-31,Bakers,"[('Lucent 330S', 2), ('Thunder line', 2)]",6820,106.97,-37.8245778,145.01118490000005,5,6585.97,Summer,True,2.1454,"five stars good team, works perfectly in venezuela with movilnet, very responsible seller, i would recommend.",True
ORD086715,ID0401416160,2019-02-04,Thompson,"[('Universe Note', 2), ('pearTV', 1)]",13210,95.68,-37.808292200000004,144.9365023,25,10003.18,Summer,True,1.0495,easy great grad gift,True
ORD135371,ID0364000589,2019-01-14,Bakers,"[('Thunder line', 2), ('iStream', 1)]",4510,99.84,-37.802384499999995,144.98117280000002,0,4609.84,Summer,True,1.499,recommended for the money its excellent. i have not purchased a top of the line phone so i cannot compare this to an $800.00 or $1000.00 phone but it works great.,True
ORD409650,ID4716795555,2019-02-14,Thompson,"[('Lucent 330S', 2), ('pearTV', 2), ('iAssist Line', 2), ('Universe Note', 2)]",26430,94.72,-37.8190296,144.9529903,25,19917.22,Summer,True,0.8785,great my wife cant do with out it now ( smile),True
ORD371790,ID0746912611,2019-02-13,Nickolson,"[('iStream', 1), ('iAssist Line', 1), ('Olivia x460', 1), ('Toshika 750', 1)]",7920,101.64,-37.8248441,144.9846728,0,8021.64,Summer,True,1.5007,"about phone. beautiful item, it just doesn't work well with straight talk.",True
ORD437475,ID0579507010,2019-12-25,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Alcon 10', 2)]",22585,86.14,-37.8139659,144.94874950000005,5,21541.89,Summer,True,0.2063,"great product i would recommend this tablet, grest price",True
ORD359065,ID0588197310,2019-01-02,Nickolson,"[('Olivia x460', 1), ('iAssist Line', 2), ('Universe Note', 1), ('Lucent 330S', 2)]",11585,94.63,-37.8121265,144.9737639,5,11100.38,Summer,True,0.8098,the battery didnt keep a charge after a few days and had to be recharged three or more times a day so i returned it. still wait i liked the size and feel of the phone. i did get a refurbished phone and it looked brand new.,True
ORD092558,ID0131238763,2019-01-25,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1), ('Alcon 10', 2)]",23445,95.06,-37.813565399999995,144.96157549999995,10,21195.56,Summer,True,0.8974,"it's ability to function. its just awesome so far, had it for a month. no complaints. loving it.",True
ORD300949,ID5231691589,2019-12-28,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 1)]",1655,97.12,-37.8224885,144.9400214,10,1586.62,Summer,True,1.2561,it's ok this phone was a verizon phone and verizon continues to show up with a full screen of verizon and message that phone does not have a verizon sim. phone also loses service occasionally and has to be rebooted to get it back. other than these couple of issues phone does work ok.,True
ORD287157,ID2177124619,2019-01-08,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 1)]",4640,94.6,-37.815445000000004,144.95873559999995,0,4734.6,Summer,True,1.0137,"great phone, value for money, no shortfalls this phone is unbelievable for the price. everything is high quality, including the screen and build. extremely fast cpu. nothing to complain about.",True
ORD236270,ID0417273053,2019-02-08,Bakers,"[('Alcon 10', 1), ('iAssist Line', 2), ('Toshika 750', 1), ('Thunder line', 2)]",22080,81.07,-37.8103472,144.98364919999997,10,19953.07,Summer,True,1.0194,at&t took me for a major ride on this one ... at&t took me for a major ride on this one. the phone never worked properly and they kept on billing me forever.,False
ORD324632,ID0703556756,2019-01-21,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 1)]",11410,80.2,-37.8067213,144.9560456,0,11490.2,Summer,True,1.0306,scratched glass phone arrived on time but the corners have heavy scuffs and have the glass has a heavy scratch in the front faceing camera phone was supposed to be referbished,False
ORD150791,ID0844489584,2019-01-05,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1)]",1660,78.89,-37.821095,144.947614,15,1489.89,Summer,True,0.9387,broke after2 weeks sadly it just stopped working after 2 weeks. cant do anythign to turn it back on,False
ORD261131,ID0370750441,2019-02-09,Bakers,"[('Universe Note', 2), ('Thunder line', 2), ('Toshika 750', 1), ('iAssist Line', 1)]",17805,75.78,-37.8147213,144.9903858,25,13429.53,Summer,True,0.677,algo bueno no me duro nada,False
ORD479166,ID0575385066,2019-12-10,Nickolson,"[('Universe Note', 2), ('Thunder line', 1), ('Candle Inferno', 1), ('iStream', 1)]",9660,80.51,-37.8191219,144.98223159999995,15,8291.51,Summer,True,1.1166,gps is awful gps system is completely messed up. everything else works great but i'm really unhappy with the google maps app with the phone.,False
ORD253526,ID2291074009,2019-01-22,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2), ('iStream', 2)]",3340,74.55,-37.81320510000001,144.95154250000004,5,3247.55,Summer,True,0.3978,yellow lines major problem with the display they are some yellow lines on both side of the top of the display which i thought would go away but it's getting worst,False
ORD115960,ID3085926095,2019-12-06,Bakers,"[('Toshika 750', 2), ('Olivia x460', 2), ('Alcon 10', 2)]",28990,87.82,-37.8243652,144.9904656,5,27628.32,Summer,True,1.6535,"unit came with the wrong plug, will have to send back to digico.",False
ORD286606,ID0767587073,2019-12-20,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 2)]",11090,81.69,-37.8091936,144.97306569999995,10,10062.69,Summer,True,1.0912,"missing components received i phone charging cord no olivia cord in box, no us adapter for intl electrical plug. the past ( 5 intl phones) all came with adapter for north american electrical outlets. please send along and then we can have 4.5 stars. thanks, k.",False
ORD168403,ID0387152937,2019-12-21,Thompson,"[('Olivia x460', 1), ('Universe Note', 2), ('Lucent 330S', 1)]",9355,74.0,-37.8083253,144.9434194,25,7090.25,Summer,True,0.5807,stolen phones here! item is stolen and cannot be activated. i contacted verizon and they confirmed it was stolen with police report filed.,False
ORD268161,ID0259616740,2019-02-17,Thompson,"[('iStream', 1), ('Lucent 330S', 1), ('Thunder line', 2), ('pearTV', 2)]",18360,77.02,-37.8080788,144.9516851,25,13847.02,Summer,True,0.653,the smell it smelled weird so i put it away next thing i know the circuit was fried,False
ORD091815,ID3191033049,2019-02-14,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",21210,77.62,-37.8111233,144.96912890000004,10,19166.62,Summer,True,0.8326,don't buy it it breaks every other day and i have to constantly root it to make it work again. it freezes 4-5 times a day. this was the worst purchase ever.,False
ORD361234,ID0579512336,2019-12-01,Thompson,"[('iStream', 2), ('Thunder line', 2), ('pearTV', 2)]",17280,73.04,-37.8140547,144.9481931,5,16489.04,Summer,True,0.1828,two stars screen wasn't glued properly. had bubbles.,False
ORD205391,ID1725216895,2019-12-23,Nickolson,"[('Thunder line', 2), ('pearTV', 2)]",16980,83.24,-37.8068568,144.9643198,25,12818.24,Summer,True,1.3853,"not even a year old and it went dark, ... not even a year old and it went dark, stuck in a boot loop and will not power up even after the factory reset.",False
ORD470498,ID4234880963,2019-12-07,Nickolson,"[('Thunder line', 2), ('Universe Note', 2), ('Olivia x460', 2)]",13710,87.28,-37.8042156,144.9680687,15,11740.78,Summer,True,1.6059999999999999,i am really annoying with you i am really annoying because the cell phone that you send me do not use sim card and i live in dr and here this cell phone i can not use it.,False
ORD143496,ID1463547037,2019-01-25,Bakers,"[('Toshika 750', 2), ('Lucent 330S', 1), ('iStream', 1)]",10020,82.73,-37.818581200000004,145.00491269999995,5,9601.73,Summer,True,1.2799,"lo mas importante es lo nuevo no usado. hola buenos dias, hoy mi teléfono phone se quedo prendido y no quiere a pagar se a calentado de masiado. no reponde al control de mando para apagarlo se reinisia solo una y otrabe. a manecio loco... att un cliente de digico....",False
ORD382222,ID0577458724,2019-01-20,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1), ('iStream', 2)]",5845,71.39,-37.81727,144.9711017,25,4455.14,Summer,True,0.2009,"no offcicial charger minor scratch. the real problem is that it comes with a charger from no brand. if you are coming from alcon, you probably need to buy a charger.",False
ORD329413,ID0575524495,2019-12-06,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 1), ('pearTV', 2)]",15275,74.12,-37.8198073,144.9810554,15,13057.87,Summer,False,1.0206,"great phone the phone was in superb condition when received. have been using it. no complaints. as usual, great to use olivia flagship mobile.",True
ORD255031,ID3218226989,2019-01-12,Thompson,"[('Universe Note', 2), ('Lucent 330S', 2)]",9360,71.64,-37.8074349,144.9447892,0,9431.64,Summer,False,0.6166,100% recommended. bcfly is exellent seller. 100% recommended.,True
ORD492335,ID4283908179,2019-12-21,Bakers,"[('Universe Note', 2), ('iStream', 2)]",7200,75.29,-37.8113336,145.0086784,15,6195.29,Summer,False,1.1919,five stars great product and great seller.... you have my vote....,True
ORD082257,ID3098154911,2019-02-04,Thompson,"[('pearTV', 2), ('Universe Note', 2), ('Thunder line', 2)]",23880,79.12,-37.823156899999994,144.9382363,10,21571.12,Summer,False,1.4019,". it has only been two weeks, but i love this phone , excellent camera , it charges really fast and the battery life last long .",True
ORD060347,ID5290706355,2019-02-02,Nickolson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('pearTV', 1)]",9630,78.69,-37.80813320000001,144.97617409999995,5,9227.19,Summer,False,1.3021,five stars i am happy!! it's good,True
ORD331368,ID3366919132,2019-02-02,Bakers,"[('iStream', 2), ('pearTV', 1), ('Olivia x460', 1)]",7835,84.42,-37.8107842,145.0163236,10,7135.92,Summer,False,1.857,quite pleased! i am no phone aficionado but i have found nothing to complain about with this phone. the shipper even unexpectedly included an extra 32gig of storage. way to go!,True
ORD031059,ID3967630090,2019-02-28,Thompson,"[('Toshika 750', 1), ('iStream', 1), ('Lucent 330S', 1), ('Universe Note', 1)]",9150,74.7,-37.818087299999995,144.9523156,25,6937.2,Summer,False,0.759,amazing camera the camera on this phone is amazing and everything else is really good except the battery life.really good deal for the price,True
ORD068784,ID6167254927,2019-01-17,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 2)]",18760,65.12,-37.8167982,144.9692946,5,17887.12,Summer,False,0.2013,five stars very happy!,True
ORD424066,ID1985549817,2019-12-11,Nickolson,"[('iStream', 2), ('Olivia x460', 2), ('Alcon 10', 1)]",11700,83.05,-37.802031,144.9666456,25,8858.05,Summer,False,1.8615,"excellent excellent, thanks you.",True
ORD260207,ID0575386095,2019-02-24,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 2), ('iAssist Line', 1)]",20985,76.09,-37.8206125,144.9831355,15,17913.34,Summer,False,1.2155,satisfied. great phone... had it for a month now.. space is an issue tho so you will need an sd card... but other than that... great quality... did not disappoint. camera is as fantastic as they say. also order with a case to prevent scratches on the back and sides.,True
ORD285003,ID1479905357,2019-02-11,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('Lucent 330S', 2), ('iStream', 1)]",12420,76.97,-37.8207232,144.9574815,5,11875.97,Summer,False,1.0874,phone came as advertise even better phone said used verygood man this phone look new im happy with my purchase so far will update if problems seems great so far.,True
ORD256681,ID0477075428,2019-12-04,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 2)]",6780,79.85,-37.8043748,144.9663766,25,5164.85,Summer,False,1.6074,five stars good product and service,True
ORD377013,ID0579498253,2019-02-14,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1), ('iStream', 1), ('iAssist Line', 1)]",12240,70.99,-37.815726500000004,144.9510606,0,12310.99,Summer,False,0.4886,"great form factory, poor secs form factor is great, it is nice to have a phone that you can use one handed, specs on this model are disappointing. if you can afford it get the xperia 5 instead.",True
ORD123254,ID0031401448,2019-12-03,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 2), ('iStream', 2), ('Toshika 750', 1)]",9930,87.93,-37.7937749,144.9584623,0,10017.93,Summer,False,2.3302,"it's a good phone this was purchased to replace an ailing x mini, so the size difference is definitely something to get used to. i haven't had any problems with this, so nothing bad to report. i know it's not the latest and greatest, but function is more important to me than ""shiny"".",True
ORD141404,ID1449308625,2019-01-19,Bakers,"[('pearTV', 1), ('Alcon 10', 1), ('Universe Note', 1), ('Toshika 750', 2)]",27350,77.4,-37.8174935,144.9888148,0,27427.4,Summer,False,1.0075,still miss my g5+ awesome battery life and performance. lucent does it again,True
ORD004562,ID0387153064,2019-12-11,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2), ('iAssist Line', 2), ('pearTV', 1)]",22160,79.02,-37.800350099999996,144.9501888,0,22239.02,Summer,False,1.3989,carlos very nice excellent cell phone access is highly recommended fast internet has many applications to download and it works very well the truth is excellent buy!,True
ORD167604,ID5002595085,2019-01-26,Thompson,"[('Lucent 330S', 1), ('pearTV', 2)]",13850,70.43,-37.8123436,144.9535614,25,10457.93,Summer,False,0.5721,"the phone is a nice phone and my husband really enjoys it the phone is a nice phone and my husband really enjoys it. but, as his wife who talks to him on the phone it is very difficult to hear the call. we aren't sure if there is a way to correct this though.",True
ORD250319,ID0361770535,2019-12-09,Bakers,"[('Candle Inferno', 2), ('Alcon 10', 2), ('pearTV', 2)]",31380,81.3,-37.8005071,144.9811305,0,31461.3,Summer,False,1.6291,"love love love it from note 3 lover nothing more to say about this phone but ""love it"". most expensive and valuable phone since i ever had the phones! hope olivia add some more s-view functions.",True
ORD086495,ID6167191726,2019-01-23,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320,72.2,-37.8170102,144.96172080000005,5,3226.2,Summer,False,0.7108,excellent good,True
ORD232188,ID0401416153,2019-01-04,Thompson,"[('Olivia x460', 1), ('iStream', 1), ('Candle Inferno', 2)]",2235,76.4,-37.8080907,144.9366292,0,2311.4,Summer,False,1.0503,perfect phone very happy with this phone. it does everything i need it to.,True
ORD197413,ID6125904522,2019-01-07,Nickolson,"[('Olivia x460', 1), ('Thunder line', 2)]",5585,80.54,-37.8067765,144.9628773,25,4269.29,Summer,False,1.4406,"great basic phone i have changed phones a lot lately, including smart phones but this fits the bill! its rugged like my casio commando. it has push to talk, and is built to military specs. i would buy from this seller again they had it to me in just a couple days, and it is in like new condition.",True
ORD311438,ID0711331840,2019-02-07,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('Toshika 750', 1), ('Thunder line', 1)]",16310,77.66,-37.8067394,144.9580707,5,15572.16,Summer,False,1.1715,five stars great phone i love it!,True
ORD350747,ID3882855731,2019-12-12,Thompson,"[('Universe Note', 1), ('pearTV', 2)]",16070,73.89,-37.819767299999995,144.9484869,15,13733.39,Summer,False,0.7995,great product. have yet to check if it's unlocked ... great product. have yet to check if it's unlocked yet but it's working with my at&t sim card and it comes with android 5.0. everything is in it's original packaging like you would see if you purchased this cell phone new from a retail store.,True
ORD406386,ID0775946113,2019-01-11,Thompson,"[('iStream', 2), ('Universe Note', 2), ('Thunder line', 2)]",11560,78.51,-37.8041843,144.9585476,25,8748.51,Summer,False,1.3828,five stars so far so good,True
ORD021092,ID0418548823,2019-12-03,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 1)]",9380,79.83,-37.8221265,144.98682730000004,5,8990.83,Summer,False,1.5394,grear i like it but how can we use it but it's a locked phone,True
ORD333434,ID0137157881,2019-12-05,Thompson,"[('Alcon 10', 2), ('iStream', 2), ('Candle Inferno', 2), ('Lucent 330S', 1)]",20290,73.92,-37.80357460000001,144.9454149,0,20363.92,Summer,False,1.0232,perfect item like,True
ORD169794,ID0711766687,2019-01-13,Thompson,"[('Toshika 750', 1), ('Universe Note', 1)]",7770,69.94,-37.8151397,144.94772719999997,0,7839.94,Summer,False,0.2806,"inquiries i love the galaxies, now i want to buy both 8+ and 8 but i don't want the dual sim cos that's what we have in nigeria. though i want to use them in nigeria.",True
ORD037212,ID4520380522,2019-12-31,Thompson,"[('Lucent 330S', 2), ('iStream', 1)]",2610,74.07,-37.811840999999994,144.9564872,15,2292.57,Summer,False,0.8334,great phone bought it as a gift and they love it,True
ORD419929,ID0580187134,2019-12-16,Thompson,"[('pearTV', 1), ('Candle Inferno', 1)]",6740,84.84,-37.8002472,144.9293855,15,5813.84,Summer,False,2.0814,"slim, easy to use. it doesn't seem to pick up signal as well as the g4 play that it replaces. then again, i don't rate at&t high, at all. it might be the ""service"". rings loud, clear calls, barely notice a difference between this and an ""amoled"" screen.",True
ORD431232,ID0294619936,2019-02-16,Nickolson,"[('iStream', 2), ('Toshika 750', 2), ('Candle Inferno', 1), ('Universe Note', 2)]",16270,71.44,-37.8194441,144.9620309,25,12273.94,Summer,False,0.6679999999999999,doesn't work on verizon or sprint doesn't work on verizon or sprint. nice phone otherwise.,True
ORD300328,ID2189269627,2019-01-30,Nickolson,"[('Olivia x460', 2), ('Candle Inferno', 1)]",2880,74.11,-37.8209345,144.96132769999997,10,2666.11,Summer,False,0.7686,five stars the phone is easy to activate and set up,True
ORD239417,ID2202858906,2019-02-27,Thompson,"[('iStream', 2), ('Alcon 10', 2), ('Toshika 750', 1), ('Universe Note', 1)]",25970,76.65,-37.82144,144.9538043,5,24748.15,Summer,False,1.1416,love my thunder,True
ORD190384,ID0767724093,2019-02-21,Nickolson,"[('iAssist Line', 2), ('iStream', 2)]",4750,79.9,-37.8046315,144.97239960000005,25,3642.4,Summer,False,1.5744,"good and... worth every penny. super good phone with nice cameras for it's price. runs all the games with max graphics. maybe it's a bit big, kind of difficult to hold. but with time i'll get used to it.",True
ORD225362,ID0554206050,2019-01-27,Thompson,"[('Candle Inferno', 2), ('pearTV', 1)]",7170,80.87,-37.801289000000004,144.9360284,25,5458.37,Summer,False,1.5965,"good seler, i het the same ohone from another one and needed to sen it back akl in scraches very good condition.amost like new recommendation to all",True
ORD117320,ID0838386042,2019-12-04,Thompson,"[('iStream', 1), ('Thunder line', 2)]",4510,75.43,-37.802826,144.9479941,25,3457.93,Summer,False,1.0992,ood value for your money works well up to now,True
ORD073105,ID5421990706,2019-01-01,Thompson,"[('Toshika 750', 2), ('iStream', 1)]",8790,76.84,-37.80390870000001,144.957357,0,8866.84,Summer,False,1.3306,"five stars love the display and the way it feels in my hand, glad i got the plus version.",True
ORD260852,ID0241807452,2019-02-19,Bakers,"[('Lucent 330S', 2), ('Thunder line', 1), ('pearTV', 2)]",17260,71.45,-37.8111128,144.9910169,10,15605.45,Summer,False,0.391,"re: excellent for its price receive it in a timely fashion, has worked great, no scratches whatsoever, and is all like new! i was able to use the company i wanted with great service, and no hassle for the price. it comes with just a charger (generic) approved good, no earphones. was worth the price!",True
ORD000137,ID0667680177,2019-01-17,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 2), ('Olivia x460', 1)]",8985,71.35,-37.8134601,144.97139099999995,15,7708.6,Summer,False,0.5941,"i purchased two of these for my kids, ages 12 and 10. forget the ipod touch. for the price, this tablet can't be beat! they can download games, books and movies for free all included with my digico gold membership. awesome!!",True
ORD202731,ID0709971533,2019-01-30,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",24760,76.45,-37.8145236,144.9350789,10,22360.45,Summer,False,1.0744,five stars it was easy to activate i am very pleased,True
ORD275535,ID4520380451,2019-01-09,Nickolson,"[('iStream', 2), ('pearTV', 1), ('Universe Note', 1), ('Thunder line', 2)]",14420,58.19,-37.8216013,144.961298,5,13757.19,Summer,False,0.7992,"very bad received the equipment and never lit, i thought it came fully discharged and discarded with other chargers actually burnt wine team, plus it did not bring handsfree or a user's manual, i am very upset about the teasing after me to trust in you",False
ORD475848,ID0777759530,2019-01-28,Thompson,"[('Olivia x460', 1), ('Toshika 750', 1), ('Alcon 10', 2)]",23445,61.21,-37.8060706,144.95707219999997,0,23506.21,Summer,False,1.1464,"one star damaged item, i'm disappointed",False
ORD255785,ID4283908118,2019-12-30,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1), ('Alcon 10', 2), ('iStream', 1)]",23595,62.28,-37.8081851,144.9756244,10,21297.78,Summer,False,1.276,"would not recommend buying used device was defective, would returened it if i didnt throw away the package it came in. would not recommend buying used. should of went with my gut. very angry",False
ORD280190,ID4754200385,2019-01-28,Thompson,"[('Thunder line', 1), ('iAssist Line', 1), ('Candle Inferno', 2)]",5265,67.99,-37.8152883,144.927865,25,4016.74,Summer,False,1.7137,"just won't hold a good charge. phone ok, just won't hold a good charge...",False
ORD372235,ID0206204613,2019-01-26,Thompson,"[('iStream', 2), ('Toshika 750', 1)]",4620,66.97,-37.8163392,144.9287765,15,3993.97,Summer,False,1.6596,"empty first off i thought it was weird that the box felt light. so i opened it and the packing for the actual phone was all beat up. and guess what, it was completely empty. there was absolutely nothing in the packaging where the phone was supposed to be. papers and all. i am highly pissed. never ordering again.",False
