order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD107152,ID3366919129,2019-10-25,Bakers,"[('Thunder line', 1), ('Toshika 750', 2), ('iStream', 1), ('pearTV', 2)]",23590,84.63,-37.8098434,145.01592659999997,15,20136.13,Spring,True,1.8201,"an attt phone . no a xp brand unlocked. is was a brand new phone. the only bad on it, an attt phone. it was unlocked it. but i was expecting a xp brand phone.",True
ORD476525,ID0317729741,2019-04-23,Thompson,"[('Candle Inferno', 1), ('iStream', 2)]",730,79.52,-37.80947329999999,144.95604550000004,10,736.52,Autumn,True,0.8661,"super long battery life, high performance this is a replacement for my broken huawei mate 20, they almost have the same specification except mate 20 is a flagship. the battery can last one and a half days. i like this cell phone and i will still buy huawei next time.",True
ORD381948,ID0107156554,2019-03-22,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('Toshika 750', 1), ('iAssist Line', 1)]",9865,64.42,-37.8222313,144.97586090000001,25,7463.17,Autumn,False,0.6868,"he loves it. my son was very happy with it. he needed the phone, because his previous phone got wet.",True
ORD179286,ID0589805478,2019-05-01,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Toshika 750', 1), ('iStream', 1)]",6555,80.69,-37.8222937,144.9476247,10,5980.19,Autumn,True,1.072,beautiful phone note 9 my phone is beautiful i received the lavender i love this phone this is my forever phone would recommend it to anyone to buy well worth it,True
ORD249093,ID0575472970,2019-09-11,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1), ('pearTV', 2)]",31745,103.02,-37.8197639,144.9814256,15,27086.27,Spring,True,1.0523,works with at&t service just like our original phone got this to replace a broken s4 and it works exactly like the original with our at&t service.,True
ORD220523,ID1463656484,2019-09-21,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",12325,102.34,-37.818618799999996,144.9991809,5,11811.09,Spring,True,1.0207,"great replacement phone great phone for the price. it is not a spectacular phone, but it gets good reception, good lte speeds, good pics and runs everything just fine. great replacement phone in a jam. i haven't used it for multitasking much, but does fine on light multitasking. good battery life",True
ORD333533,ID1449431539,2019-04-11,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('iStream', 2), ('pearTV', 2)]",17830,77.96,-37.8114476,144.973172,0,17907.96,Autumn,True,0.857,it works the phone works perfectly. it's a bit of a cheaper model so of course it doesn't have all the fancy bells and whistles but it works and i can use it and that's all that matters.,True
ORD287099,ID0593476101,2019-10-21,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('Toshika 750', 2), ('pearTV', 2)]",31440,64.19,-37.8101553,144.9638469,0,31504.19,Spring,False,1.065,"wrong items west my time it says unlock in the website but it is not unlocked it still under verizon, it says no scratch on the screen but big scratch on it.",False
ORD438249,ID0387152937,2019-07-06,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Thunder line', 2), ('iAssist Line', 1)]",26945,50.3,-37.8083253,144.9434194,0,26995.3,Winter,False,0.5807,one star the worst phone i've ever owned,False
ORD210732,ID2451926620,2019-01-22,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1), ('Universe Note', 1), ('iStream', 2)]",22080,83.22,-37.808200799999995,144.9622756,5,21059.22,Summer,True,1.3222,broken phone won't hold a charge. sounds like i am talking in a cave. would not transfer my data from one phone to another.,False
ORD162907,ID0634783565,2019-06-30,Thompson,"[('Thunder line', 2), ('iAssist Line', 2), ('iStream', 1)]",8960,77.35,-37.8132486,144.9371562,15,7693.35,Winter,True,0.8741,nice phone does all that i need. good value.,True
ORD356734,ID0593476101,2019-08-28,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('iStream', 2), ('pearTV', 1)]",16110,67.27,-37.8101553,144.9638469,15,13760.77,Winter,False,1.065,"more than expected! so far my daughter loves everything about this phone. it looks brand new. no scratches or wear. works, so far as it should!",True
ORD349380,ID0128891607,2019-05-28,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Thunder line', 2), ('Universe Note', 1)]",10265,80.47,-37.7991967,145.00508480000005,0,10345.47,Autumn,False,1.4819,"so far so good! so far this product has been awesome :) the port to recharge kinda sucks, tight to open but oh well. great camera! :)",True
ORD105201,ID6167289314,2019-04-29,Nickolson,"[('Olivia x460', 1), ('pearTV', 1)]",7535,64.39,-37.80850220000001,144.9680061,0,7599.39,Autumn,False,1.1317,have no regrets. ..... awesome phone. came packaged very secure easy setup. wonderful experience. couldn't have chosen a better phone. i am a olivia faithful. ..,True
ORD133619,ID1445473970,2019-12-11,Bakers,"[('Olivia x460', 2), ('Universe Note', 2), ('iAssist Line', 2)]",13800,78.89,-37.821295299999996,144.9875064,0,13878.89,Summer,False,1.4295,digico gift who wants to get me this as a gift 😭,True
ORD377639,ID0247012068,2019-06-14,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 2)]",11400,64.9,-37.810922,144.9682307,0,11464.9,Winter,False,0.862,well worth the money! i love this phone! great phone at a very reasonable price.,True
ORD060556,ID0612015104,2019-02-24,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1), ('Toshika 750', 1), ('iStream', 1)]",23595,71.04,-37.816016,144.9637193,15,20126.79,Summer,False,0.5877,five stars very nice,True
ORD454605,ID3810929405,2019-01-31,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 2), ('pearTV', 2)]",19530,73.6,-37.8186632,144.996477,5,18627.1,Summer,False,0.971,olivia s7 phone was clean and looked brand new.,True
ORD139643,ID6197211585,2019-06-27,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('Toshika 750', 2), ('iStream', 2)]",22250,66.69,-37.8150301,144.9328364,10,20091.69,Winter,True,1.2788,i like it. best forever,True
ORD413826,ID0136509229,2019-07-30,Nickolson,"[('Universe Note', 1), ('iAssist Line', 2), ('pearTV', 2)]",20520,62.81,-37.8180472,144.96158909999997,10,18530.81,Winter,True,0.7028,great phone i like it the price is more what cell phones should cost it was a great deal and a great phone,True
ORD132536,ID1982447700,2019-04-21,Bakers,"[('Olivia x460', 1), ('Toshika 750', 1), ('iStream', 2)]",5845,66.38,-37.8160769,145.0058307,0,5911.38,Autumn,False,1.1519,you won't be dissapointed. i love this phone. looked perfectly new when i received it. this may be the perfect phone.,True
ORD251930,ID6212296110,2019-06-14,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 1), ('iStream', 2)]",5480,70.47,-37.8082842,144.9790638,5,5276.47,Winter,False,1.4203,"five stars excellent product, fast and safe shipping, i will buy again.",True
ORD311407,ID4297530205,2019-10-16,Nickolson,"[('iStream', 2), ('pearTV', 1)]",6610,106.79,-37.8056124,144.976131,25,5064.29,Spring,True,1.5567,great phone love my phone,True
ORD220600,ID0030942440,2019-01-09,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2), ('Toshika 750', 1)]",15720,100.02,-37.80492460000001,144.9348886,5,15034.02,Summer,True,1.3753,great value as described,True
ORD358682,ID1982439982,2019-03-13,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Toshika 750', 2), ('iStream', 1)]",18170,67.43,-37.8151394,145.00589630000005,15,15511.93,Autumn,False,1.0988,i love this phone i love this phone... only down fall is that some times the mic goes out. you can be talking to the person but they can't hear you.,True
ORD002697,ID6167441052,2019-05-05,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 1)]",4680,66.48,-37.81136729999999,144.9617633,25,3576.48,Autumn,False,1.0566,bought this for our granddaughter. she absolutely loves it! easy for her to learn how to operate.,True
ORD060223,ID0122736330,2019-07-31,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 2), ('pearTV', 2)]",21690,72.59,-37.8122894,144.94555580000005,5,20678.09,Winter,False,0.1398,three stars came fast but doesn't include sim card like it said it will,True
ORD380707,ID1923401354,2019-04-15,Thompson,"[('Alcon 10', 2), ('pearTV', 2)]",30520,66.05,-37.808546299999996,144.95879440000004,25,22956.05,Autumn,False,1.1289,outstanding battery life manual was in spanish. fortunately i have the older lucent phone and it was very easy to get everything transferred to the new phone. battery life is just fantastic. g7 power is a great product at a great price.,True
ORD350092,ID2174950800,2019-06-10,Thompson,"[('Alcon 10', 2), ('Universe Note', 2)]",24800,65.85,-37.8185281,144.9540247,5,23625.85,Winter,False,0.8938,five stars it was perfect for me,True
ORD375300,ID0303448821,2019-08-26,Bakers,"[('Lucent 330S', 1), ('Universe Note', 2)]",8130,74.56,-37.824413,145.0154842,25,6172.06,Winter,False,2.3973,"extremely good! this phone is worth every penny, just buy it! perfect camera, perfect body to screen ratio, great performace. i even had to turn off the face recognition due every time i wanted to change a song i ended up unlocking the phone haha.",True
ORD201384,ID4315299518,2019-04-11,Bakers,"[('Thunder line', 1), ('Toshika 750', 1), ('pearTV', 2)]",19120,64.12,-37.8185114,144.9958011,0,19184.12,Autumn,True,0.9492,one star stay away horrible product,False
ORD354372,ID0781149924,2019-08-07,Thompson,"[('Candle Inferno', 2), ('pearTV', 2)]",13480,67.52,-37.8022725,144.9430262,25,10177.52,Winter,False,1.2111,"five stars this phone is amazing, the size is great",True
ORD328351,ID1964023934,2019-01-24,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('Universe Note', 1), ('pearTV', 2)]",19380,78.55,-37.818999700000006,144.95260990000003,10,17520.55,Summer,True,0.8564,phone failed the phone failed due to motherboard failure after 10 months. little to no warranty help.,False
ORD209608,ID0528648054,2019-09-15,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('Universe Note', 2)]",16400,77.21,-37.8206199,144.9487372,25,12377.21,Spring,False,0.8967,five stars nice user friendly and dependable..,True
ORD454933,ID2020813835,2019-01-20,Thompson,"[('Olivia x460', 1), ('iAssist Line', 1)]",3450,96.35,-37.81067520000001,144.9588214,0,3546.35,Summer,True,1.0572,five stars love this phone.,True
ORD113640,ID0206204620,2019-09-30,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 1), ('iStream', 2), ('pearTV', 2)]",14575,96.01,-37.818163899999995,144.9257187,25,11027.26,Spring,True,1.9745,you cannot drop it had a droid z-force which had a gorilla glass face for three years no problem.i thought the z4 was the replacement had the same glass drop the phone in about 3 ft on loose gravel not moving in the face shattered. this is my fourth lucentrola phone and i think my last,False
ORD207143,ID3191033044,2019-01-31,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 1), ('Thunder line', 2), ('Universe Note', 1)]",9465,91.16,-37.8119116,144.9665763,5,9082.91,Summer,True,0.7886,works perfect. shipped on time brand new. works perfect. shipped on time. everything in the box as it should be. unlocked for any service as promised.,True
ORD049951,ID0441587733,2019-02-23,Thompson,"[('iAssist Line', 2), ('pearTV', 1)]",10760,72.52,-37.8143802,144.9382043,15,9218.52,Summer,False,0.8024,i got my father a digico inferno he's never used a tablet let alone a computer. so it was a challenge. he did pretty good but ha's a hard time seeing the screen.,True
ORD380171,ID1463620531,2019-06-15,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Toshika 750', 1), ('iStream', 2)]",7075,52.05,-37.81532,145.0075602,10,6419.55,Winter,False,1.2356,problem phone i am not sure if it is because it is a renew phone. my previous phone was google nexus but the call quality on this phone is really poor. i am going to give it another week but i am seriously thinking of returning it.,False
ORD168141,ID4637139138,2019-11-13,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('iStream', 1)]",1810,83.37,-37.809031,144.9475493,5,1802.87,Spring,True,0.4076,had to return phone... reported stolen and ... had to return phone...reported stolen and suspended my account when activated...this is a scam,False
ORD492727,ID1492383933,2019-04-15,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('Universe Note', 1), ('pearTV', 1)]",12650,53.71,-37.8042379,144.96325009999995,25,9541.21,Autumn,False,1.6915,"the whole side of the phone came damaged the whole side of the phone is cracked and is obviously in bad condition, i do not recommend this to anyone.",False
ORD330964,ID0579994944,2019-03-15,Thompson,"[('Thunder line', 2), ('pearTV', 1)]",10670,64.24,-37.8037717,144.9380206,10,9667.24,Autumn,True,1.2709,do not waste your money the song they sent me continuously restarts out of nowhere and when i called they said that they couldn't replace it and i have to send it back with an inconvenience i would not buy this phone at all i would hop into buying a factory unlocked olivia universe note 5,False
ORD076230,ID2789606895,2019-09-30,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Universe Note', 2), ('pearTV', 1)]",33570,80.74,-37.802735299999995,144.9830125,25,25258.24,Spring,False,1.3447,"three stars its good for the price, but its laggy.",True
ORD468422,ID0591435375,2019-09-17,Nickolson,"[('Olivia x460', 1), ('Thunder line', 1), ('iStream', 2)]",3705,73.32,-37.8174188,144.9688707,10,3407.82,Spring,False,0.144,good phone cam quality - decent i like the lucentrola features battery lasts a little more than a day,True
ORD116729,ID4283908122,2019-07-30,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('pearTV', 2)]",16305,53.1,-37.80840429999999,144.9758436,0,16358.1,Winter,False,1.2622,okay don't like the setup. i like android way better. cannot download you tube. it is for my six year old who has lost 3 3ds xls if he can keep this one from damage's for 6 months he gets an up grade.its very small,False
ORD455134,ID3746852783,2019-12-18,Bakers,"[('iAssist Line', 2), ('pearTV', 2)]",17070,60.81,-37.8003571,145.0012437,5,16277.31,Summer,False,1.1962,will never buy i phone again from here. phone body has much scratches and back cam lens is cracked. eat speaker was not working as well.,False
ORD464878,ID2383215090,2019-08-13,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2), ('Thunder line', 1), ('iStream', 2)]",13880,54.42,-37.8044095,144.9613396,25,10464.42,Winter,False,1.5561,menu doesn’t work. says it can’t connect to digico network,False
ORD292156,ID0781109215,2019-11-15,Bakers,"[('Olivia x460', 1), ('Thunder line', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",16450,87.59,-37.8172189,145.0162981,0,16537.59,Spring,True,2.0195,"perfect for teenage tablet, perfect for homework!!",True
ORD450720,ID0174805645,2019-11-10,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 2), ('iAssist Line', 1), ('iStream', 1)]",11445,84.94,-37.81526160000001,144.96592809999999,0,11529.94,Spring,True,0.4891,still not here ¯\_(ツ)_/¯,False
ORD039317,ID0845657621,2019-05-01,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2)]",7330,77.44,-37.8179339,144.9676506,10,6674.44,Autumn,True,0.1826,"i really like it, but... i wish they have kept the little led notification light at the top left corner of the phone. now, you can't tell if you have messages without waking your phone up. other than that, everything is fine.",True
ORD341226,ID2187975166,2019-08-03,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 2)]",18760,73.29,-37.8154829,144.96656140000005,15,16019.29,Winter,True,0.4349,i love my new candle. use it everyday. it is easy to use and understand i chose this a tablet.,True
ORD220214,ID0775933086,2019-02-02,Thompson,"[('Thunder line', 1), ('pearTV', 1)]",8490,99.03,-37.8048559,144.9587708,25,6466.53,Summer,True,1.3477,great phone! very happy with my phone!!,True
ORD397742,ID4740822030,2019-04-24,Thompson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Universe Note', 2), ('pearTV', 1)]",24300,79.07,-37.803243200000004,144.9498031,5,23164.07,Autumn,True,1.0769,four stars good phone to use if you need a quick replacement.,True
